ulid,flight_id,path_id,position,altitude,speed,datetime,meta,created_at,updated_at
01h2vz6wxty7jxeb7ynxdr3jcp,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000E9435FB8BB325C40385296887F231DC0,52.573863635731,15,2023-06-14 03:29:34,"{""lla"": {""alt"": 52.57386363573052, ""lat"": -7.284666189360515, ""lng"": 112.7927075319638}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.4867503533562036, ""coordinate"": {""x"": -150.50046971877325, ""y"": -976.5459937664302, ""z"": 52.57386363573052}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxv7a2q2zjxzvkmh6m9,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x0000000001010000005E1EF3DFF4325C406B562E74401E1DC0,56.245098038947,15,2023-06-14 03:29:28,"{""lla"": {""alt"": 56.24509803894727, ""lat"": -7.279542746856928, ""lng"": 112.79619597189364}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 0.95075109233402, ""coordinate"": {""x"": 234.27354776950543, ""y"": -406.8363856817836, ""z"": 56.24509803894727}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxvsd0k4re9c88t1g1n,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000702F5B53BC325C408FDDC07D7D231DC0,52.526515150812,15,2023-06-14 03:29:35,"{""lla"": {""alt"": 52.52651515081168, ""lat"": -7.284658398529594, ""lng"": 112.79274448303866}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.835425388691824, ""coordinate"": {""x"": -146.42477576599651, ""y"": -975.6796745778177, ""z"": 52.52651515081168}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxwrqcdxg7h1cc6b8j6,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000381857EEBC325C40E768EB727B231DC0,52.479166665893,15,2023-06-14 03:29:36,"{""lla"": {""alt"": 52.479166665892855, ""lat"": -7.284650607698673, ""lng"": 112.79278143411352}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.184100424027445, ""coordinate"": {""x"": -142.34908181321978, ""y"": -974.813355403524, ""z"": 52.479166665892855}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxxv3a1x5kb896mmq8h,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000CF795F42F4325C403CC5087B411E1DC0,56.326797385263,15,2023-06-14 03:29:29,"{""lla"": {""alt"": 56.32679738526303, ""lat"": -7.279546663675605, ""lng"": 112.7961584026682}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.188438865417525, ""coordinate"": {""x"": 230.12967196647892, ""y"": -407.27192028295025, ""z"": 56.32679738526303}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxxw0zykv8bprq63zwz,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000C0035389BD325C403EF4156879231DC0,52.431818180974,15,2023-06-14 03:29:37,"{""lla"": {""alt"": 52.43181818097403, ""lat"": -7.284642816867752, ""lng"": 112.79281838518838}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.532775459363065, ""coordinate"": {""x"": -138.27338785859538, ""y"": -973.9470362445892, ""z"": 52.43181818097403}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxyeyydq9r2vv3yg3r0,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x00000000010100000080D2CBA4F3325C400E34E381421E1DC0,56.408496731579,15,2023-06-14 03:29:30,"{""lla"": {""alt"": 56.40849673157878, ""lat"": -7.2795505804942815, ""lng"": 112.79612083344276}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.42612663850103, ""coordinate"": {""x"": 225.98579616530003, ""y"": -407.70745489116103, ""z"": 56.40849673157878}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxywrabw6m73ndmct0m,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x00000000010100000088EC4E24BE325C40257F405D77231DC0,52.384469696055,15,2023-06-14 03:29:38,"{""lla"": {""alt"": 52.38446969605519, ""lat"": -7.284635026036831, ""lng"": 112.79285533626324}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.881450494698685, ""coordinate"": {""x"": -134.19769390766632, ""y"": -973.0807171015904, ""z"": 52.38446969605519}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wxzr1j3rkzdfwj6ca88,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000F12D3807F3325C40DFA2BD88431E1DC0,56.490196077895,15,2023-06-14 03:29:31,"{""lla"": {""alt"": 56.49019607789454, ""lat"": -7.279554497312958, ""lng"": 112.7960832642173}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.663814411584535, ""coordinate"": {""x"": 221.84192036412117, ""y"": -408.1429894989099, ""z"": 56.49019607789454}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy0420q1wyth046chww,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000A286A469F2325C404011988F441E1DC0,56.57189542421,15,2023-06-14 03:29:32,"{""lla"": {""alt"": 56.5718954242103, ""lat"": -7.279558414131634, ""lng"": 112.79604569499186}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.90150218466804, ""coordinate"": {""x"": 217.6980445610946, ""y"": -408.5785241138185, ""z"": 56.5718954242103}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy0qgazpyj0ad2f78j0,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x0000000001010000000FD84ABFBE325C407C0A6B5275231DC0,52.337121211136,15,2023-06-14 03:29:39,"{""lla"": {""alt"": 52.33712121113636, ""lat"": -7.28462723520591, ""lng"": 112.79289228733812}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 5.230125530034306, ""coordinate"": {""x"": -130.12199995673723, ""y"": -972.2143979719868, ""z"": 52.33712121113636}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy1csc1pva392pmpd3n,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000D7C0465ABF325C40D495954773231DC0,52.289772726218,15,2023-06-14 03:29:40,"{""lla"": {""alt"": 52.28977272621753, ""lat"": -7.28461944437499, ""lng"": 112.79292923841298}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 5.578800565369926, ""coordinate"": {""x"": -126.04630600396048, ""y"": -971.3480788584347, ""z"": 52.28977272621753}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy20j7t1bk8azr6n46w,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x00000000010100000013E210CCF1325C4012807296451E1DC0,56.653594770526,15,2023-06-14 03:29:33,"{""lla"": {""alt"": 56.653594770526055, ""lat"": -7.27956233095031, ""lng"": 112.7960081257664}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.139189957751545, ""coordinate"": {""x"": 213.55416875991577, ""y"": -409.0140587321913, ""z"": 56.653594770526055}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy3w9x9ytxrd5qctpqs,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000C43A7D2EF1325C40E3EE4C9D461E1DC0,56.735294116842,15,2023-06-14 03:29:34,"{""lla"": {""alt"": 56.73529411684181, ""lat"": -7.279566247768987, ""lng"": 112.79597055654096}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.37687773083505, ""coordinate"": {""x"": 209.41029296058448, ""y"": -409.44959335437494, ""z"": 56.73529411684181}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy3wahdas5yvk5s6zj2,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x0000000001010000005FAC42F5BF325C402B21C03C71231DC0,52.242424241299,15,2023-06-14 03:29:41,"{""lla"": {""alt"": 52.2424242412987, ""lat"": -7.284611653544069, ""lng"": 112.79296618948784}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 5.927475600705547, ""coordinate"": {""x"": -121.9706120493361, ""y"": -970.4817597607032, ""z"": 52.2424242412987}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy49m4wwv40xjxw1tnv,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x0000000001010000003596E990F0325C40B45D27A4471E1DC0,56.816993463158,15,2023-06-14 03:29:35,"{""lla"": {""alt"": 56.816993463157566, ""lat"": -7.279570164587663, ""lng"": 112.79593298731552}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.614565503918555, ""coordinate"": {""x"": 205.2664171594056, ""y"": -409.885127979561, ""z"": 56.816993463157566}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy49sdn5kknkq0yftd0,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x00000000010100000027953E90C0325C4012ACEA316F231DC0,52.19507575638,15,2023-06-14 03:29:42,"{""lla"": {""alt"": 52.195075756379865, ""lat"": -7.284603862713149, ""lng"": 112.7930031405627}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.276150636041167, ""coordinate"": {""x"": -117.89491809655937, ""y"": -969.6154406775216, ""z"": 52.195075756379865}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy5ctnajppwtz30z3f3,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000AE803A2BC1325C406A3715276D231DC0,52.147727271461,15,2023-06-14 03:29:43,"{""lla"": {""alt"": 52.14772727146104, ""lat"": -7.284596071882228, ""lng"": 112.79304009163758}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.624825671376787, ""coordinate"": {""x"": -113.81922414563029, ""y"": -968.7491216085442, ""z"": 52.14772727146104}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy5jsfjq8nb85gamkkh,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000E6EE55F3EF325C4015CC01AB481E1DC0,56.898692809473,15,2023-06-14 03:29:36,"{""lla"": {""alt"": 56.89869280947333, ""lat"": -7.279574081406339, ""lng"": 112.79589541809008}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.85225327700206, ""coordinate"": {""x"": 201.1225413582267, ""y"": -410.3206626091352, ""z"": 56.89869280947333}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy75vn69kt76zwhrzc0,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000766936C6C1325C40C1C23F1C6B231DC0,52.100378786542,15,2023-06-14 03:29:44,"{""lla"": {""alt"": 52.1003787865422, ""lat"": -7.284588281051307, ""lng"": 112.79307704271244}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.973500706712407, ""coordinate"": {""x"": -109.74353019285354, ""y"": -967.882802555618, ""z"": 52.1003787865422}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy7hedhq69nk8g91egw,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x0000000001010000009747C255EF325C40E73ADCB1491E1DC0,56.980392155789,15,2023-06-14 03:29:37,"{""lla"": {""alt"": 56.98039215578907, ""lat"": -7.279577998225015, ""lng"": 112.7958578488646}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.089941050085565, ""coordinate"": {""x"": 196.97866555520017, ""y"": -410.75619724171185, ""z"": 56.98039215578907}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy80wefb79563etabq3,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000FE543261C2325C40194E6A1169231DC0,52.053030301623,15,2023-06-14 03:29:45,"{""lla"": {""alt"": 52.05303030162337, ""lat"": -7.284580490220387, ""lng"": 112.7931139937873}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 7.322175742048027, ""coordinate"": {""x"": -105.66783623822916, ""y"": -967.0164835167802, ""z"": 52.05303030162337}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy8hzq2hxm17bye38st,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x00000000010100000008A32EB8EE325C40B8A9B6B84A1E1DC0,57.062091502105,15,2023-06-14 03:29:38,"{""lla"": {""alt"": 57.062091502104835, ""lat"": -7.279581915043692, ""lng"": 112.79582027963916}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.32762882316907, ""coordinate"": {""x"": 192.83478975586897, ""y"": -411.1917318779838, ""z"": 57.062091502104835}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy9np8ra3drt485gc5m,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn5tb2m1wcxk1y0ng7c,0x000000000101000000C63D2EFCC2325C4070D9940667231DC0,52.005681816705,15,2023-06-14 03:29:46,"{""lla"": {""alt"": 52.005681816704545, ""lat"": -7.284572699389466, ""lng"": 112.79315094486216}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 7.670850777383649, ""coordinate"": {""x"": -101.59214228730006, ""y"": -966.150164493301, ""z"": 52.005681816704545}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wy9rx0j58sk3f0sqfbf,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000B9FB9A1AEE325C408A1891BF4B1E1DC0,57.143790848421,15,2023-06-14 03:29:39,"{""lla"": {""alt"": 57.14379084842059, ""lat"": -7.279585831862368, ""lng"": 112.79578271041372}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.5653165962525755, ""coordinate"": {""x"": 188.6909139528424, ""y"": -411.62726651945223, ""z"": 57.14379084842059}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyax1mb8yd8jn5q07f6,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x0000000001010000002A57077DED325C40EB866BC64C1E1DC0,57.225490194736,15,2023-06-14 03:29:40,"{""lla"": {""alt"": 57.225490194736345, ""lat"": -7.279589748681044, ""lng"": 112.79574514118826}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.80300436933608, ""coordinate"": {""x"": 184.54703815166351, ""y"": -412.0628011639231, ""z"": 57.225490194736345}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyb4y9b1p2d3g0hw0rh,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn6vydsw67etmbenb2n,0x000000000101000000255AC70EC3325C40F465D7C766231DC0,52,15,2023-06-14 03:29:47,"{""lla"": {""alt"": 52, ""lat"": -7.28457176449, ""lng"": 112.79315537899}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.01952581271927, ""coordinate"": {""x"": -101.10305914008497, ""y"": -966.0462062384844, ""z"": 52}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wybnwegpjnjvem9qhaz,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x000000000101000000DBAF73DFEC325C40BCF545CD4D1E1DC0,57.307189541052,15,2023-06-14 03:29:41,"{""lla"": {""alt"": 57.307189541052104, ""lat"": -7.27959366549972, ""lng"": 112.79570757196282}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.040692142419585, ""coordinate"": {""x"": 180.40316235048465, ""y"": -412.49833581301306, ""z"": 57.307189541052104}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyc56xmzsfwhbfg3xej,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn6vydsw67etmbenb2n,0x0000000001010000008298005EC3325C40DF269E496F231DC0,52.092592592592,15,2023-06-14 03:29:48,"{""lla"": {""alt"": 52.09259259259214, ""lat"": -7.28460421588689, ""lng"": 112.79317426737056}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.36820084805489, ""coordinate"": {""x"": -99.01967567435872, ""y"": -969.6547126314928, ""z"": 52.09259259259214}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyee6qmq6hh2pv2a8g2,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn6vydsw67etmbenb2n,0x000000000101000000DED639ADC3325C40C9E764CB77231DC0,52.185185185184,15,2023-06-14 03:29:49,"{""lla"": {""alt"": 52.18518518518428, ""lat"": -7.28463666728378, ""lng"": 112.7931931557511}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.71687588339051, ""coordinate"": {""x"": -96.93629221048008, ""y"": -973.2632192829404, ""z"": 52.18518518518428}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyexvv7zdh0ry5vmqnr,01h2vz6vmfm6pg5n506ztjbp9q,01h2vz6vmrf4vnvby8jg5pnpfw,0x0000000001010000004C0BE041EC325C408D6420D44E1E1DC0,57.388888887368,15,2023-06-14 03:29:42,"{""lla"": {""alt"": 57.38888888736786, ""lat"": -7.279597582318397, ""lng"": 112.79567000273737}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.27837991550309, ""coordinate"": {""x"": 176.25928654930573, ""y"": -412.93387046418167, ""z"": 57.38888888736786}}",2023-06-14 03:29:25,2023-06-14 03:29:25
01h2vz6wyfd5xq4ctqpz7rnrx8,01h2vz6vn2at0b089jwxya7fmw,01h2vz6vn6vydsw67etmbenb2n,0x0000000001010000003A1573FCC3325C40B4A82B4D80231DC0,52.277777777776,15,2023-06-14 03:29:50,"{""lla"": {""alt"": 52.277777777776414, ""lat"": -7.284669118680671, ""lng"": 112.79321204413166}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 9.06555091872613, ""coordinate"": {""x"": -94.85290874475383, ""y"": -976.8717261975625, ""z"": 52.277777777776414}}",2023-06-14 03:29:25,2023-06-14 03:29:25
